weather tornado 1900, cosine similarity=0.08
weapon cliff 1950, cosine similarity=-0.02
weapon cliff 1960, cosine similarity=0.01
weapon cliff 1970, cosine similarity=-0.02
weapon cliff 1980, cosine similarity=-0.09
weapon cliff 1990, cosine similarity=0.01

feeling happy 1900, cosine similarity=0.11
feeling happy 1910, cosine similarity=0.14
feeling happy 1920, cosine similarity=0.14
feeling happy 1930, cosine similarity=0.14
feeling happy 1940, cosine similarity=0.16
feeling happy 1950, cosine similarity=0.13
feeling happy 1960, cosine similarity=0.14
feeling happy 1970, cosine similarity=0.18
feeling happy 1980, cosine similarity=0.18
feeling happy 1990, cosine similarity=0.20

feeling calm 1900, cosine similarity=0.10
feeling calm 1910, cosine similarity=0.14
feeling calm 1920, cosine similarity=0.18
feeling calm 1930, cosine similarity=0.15
feeling calm 1940, cosine similarity=0.18
feeling calm 1950, cosine similarity=0.20
feeling calm 1960, cosine similarity=0.25
feeling calm 1970, cosine similarity=0.27
feeling calm 1980, cosine similarity=0.27
feeling calm 1990, cosine similarity=0.29

feeling name 1900, cosine similarity=-0.05
feeling name 1910, cosine similarity=-0.10
feeling name 1920, cosine similarity=-0.03
feeling name 1930, cosine similarity=-0.02
feeling name 1940, cosine similarity=-0.05
feeling name 1950, cosine similarity=0.03
feeling name 1960, cosine similarity=0.05
feeling name 1970, cosine similarity=0.03
feeling name 1980, cosine similarity=0.00
feeling name 1990, cosine similarity=0.08

fruit orange 1900, cosine similarity=0.19
fruit orange 1910, cosine similarity=0.22
fruit orange 1920, cosine similarity=0.25
fruit orange 1930, cosine similarity=0.25
fruit orange 1940, cosine similarity=0.24
fruit orange 1950, cosine similarity=0.25
fruit orange 1960, cosine similarity=0.24
fruit orange 1970, cosine similarity=0.27
fruit orange 1980, cosine similarity=0.26
fruit orange 1990, cosine similarity=0.25

fruit plum 1900, cosine similarity=0.39
fruit plum 1910, cosine similarity=0.33
fruit plum 1920, cosine similarity=0.34
fruit plum 1930, cosine similarity=0.33
fruit plum 1940, cosine similarity=0.39
fruit plum 1950, cosine similarity=0.34
fruit plum 1960, cosine similarity=0.36
fruit plum 1970, cosine similarity=0.26
fruit plum 1980, cosine similarity=0.27
fruit plum 1990, cosine similarity=0.23

fruit tubas 1900, cosine similarity=0.00
fruit tubas 1910, cosine similarity=0.00
fruit tubas 1920, cosine similarity=0.00
fruit tubas 1930, cosine similarity=0.00
fruit tubas 1940, cosine similarity=0.00
fruit tubas 1950, cosine similarity=0.00
fruit tubas 1960, cosine similarity=0.00
fruit tubas 1970, cosine similarity=0.00
fruit tubas 1980, cosine similarity=0.00
fruit tubas 1990, cosine similarity=0.00

tool hammer 1900, cosine similarity=0.26
tool hammer 1910, cosine similarity=0.28
tool hammer 1920, cosine similarity=0.28
tool hammer 1930, cosine similarity=0.22
tool hammer 1940, cosine similarity=0.27
tool hammer 1950, cosine similarity=0.28
tool hammer 1960, cosine similarity=0.30
tool hammer 1970, cosine similarity=0.23
tool hammer 1980, cosine similarity=0.23
tool hammer 1990, cosine similarity=0.23

tool ruler 1900, cosine similarity=0.13
tool ruler 1910, cosine similarity=0.17
tool ruler 1920, cosine similarity=0.15
tool ruler 1930, cosine similarity=0.13
tool ruler 1940, cosine similarity=0.12
tool ruler 1950, cosine similarity=0.15
tool ruler 1960, cosine similarity=0.17
tool ruler 1970, cosine similarity=0.10
tool ruler 1980, cosine similarity=0.16
tool ruler 1990, cosine similarity=0.20

tool box 1900, cosine similarity=0.20
tool box 1910, cosine similarity=0.24
tool box 1920, cosine similarity=0.22
tool box 1930, cosine similarity=0.18
tool box 1940, cosine similarity=0.18
tool box 1950, cosine similarity=0.16
tool box 1960, cosine similarity=0.06
tool box 1970, cosine similarity=0.03
tool box 1980, cosine similarity=0.08
tool box 1990, cosine similarity=0.18

farmers tractor 1900, cosine similarity=0.00
farmers tractor 1910, cosine similarity=0.09
farmers tractor 1920, cosine similarity=0.06
farmers tractor 1930, cosine similarity=0.23
farmers tractor 1940, cosine similarity=0.11
farmers tractor 1950, cosine similarity=0.11
farmers tractor 1960, cosine similarity=0.22
farmers tractor 1970, cosine similarity=0.20
farmers tractor 1980, cosine similarity=0.17
farmers tractor 1990, cosine similarity=0.07

farmers rake 1900, cosine similarity=-0.01
farmers rake 1910, cosine similarity=0.04
farmers rake 1920, cosine similarity=-0.04
farmers rake 1930, cosine similarity=-0.00
farmers rake 1940, cosine similarity=0.06
farmers rake 1950, cosine similarity=-0.00
farmers rake 1960, cosine similarity=0.01
farmers rake 1970, cosine similarity=0.00
farmers rake 1980, cosine similarity=-0.08
farmers rake 1990, cosine similarity=0.05

farmers bookcase 1900, cosine similarity=-0.09
farmers bookcase 1910, cosine similarity=-0.05
farmers bookcase 1920, cosine similarity=-0.06
farmers bookcase 1930, cosine similarity=-0.06
farmers bookcase 1940, cosine similarity=-0.04
farmers bookcase 1950, cosine similarity=-0.08
farmers bookcase 1960, cosine similarity=-0.12
farmers bookcase 1970, cosine similarity=-0.05
farmers bookcase 1980, cosine similarity=-0.02
farmers bookcase 1990, cosine similarity=-0.03

flies airplane 1900, cosine similarity=0.00
flies airplane 1910, cosine similarity=0.11
flies airplane 1920, cosine similarity=0.17
flies airplane 1930, cosine similarity=0.11
flies airplane 1940, cosine similarity=0.13
flies airplane 1950, cosine similarity=0.17
flies airplane 1960, cosine similarity=0.24
flies airplane 1970, cosine similarity=0.15
flies airplane 1980, cosine similarity=0.26
flies airplane 1990, cosine similarity=0.19

flies moth 1900, cosine similarity=0.32
flies moth 1910, cosine similarity=0.39
flies moth 1920, cosine similarity=0.33
flies moth 1930, cosine similarity=0.39
flies moth 1940, cosine similarity=0.37
flies moth 1950, cosine similarity=0.33
flies moth 1960, cosine similarity=0.35
flies moth 1970, cosine similarity=0.37
flies moth 1980, cosine similarity=0.33
flies moth 1990, cosine similarity=0.31

flies possum 1900, cosine similarity=0.00
flies possum 1910, cosine similarity=0.00
flies possum 1920, cosine similarity=0.00
flies possum 1930, cosine similarity=0.00
flies possum 1940, cosine similarity=0.00
flies possum 1950, cosine similarity=0.00
flies possum 1960, cosine similarity=0.00
flies possum 1970, cosine similarity=0.23
flies possum 1980, cosine similarity=0.03
flies possum 1990, cosine similarity=0.12

weather tornado 1900, cosine similarity=0.08
weather tornado 1910, cosine similarity=0.08
weather tornado 1920, cosine similarity=0.14
weather tornado 1930, cosine similarity=0.09
weather tornado 1940, cosine similarity=0.08
weather tornado 1950, cosine similarity=-0.00
weather tornado 1960, cosine similarity=0.07
weather tornado 1970, cosine similarity=0.04
weather tornado 1980, cosine similarity=0.10
weather tornado 1990, cosine similarity=0.15

weather sleet 1900, cosine similarity=0.25
weather sleet 1910, cosine similarity=0.23
weather sleet 1920, cosine similarity=0.20
weather sleet 1930, cosine similarity=0.14
weather sleet 1940, cosine similarity=0.28
weather sleet 1950, cosine similarity=0.21
weather sleet 1960, cosine similarity=0.21
weather sleet 1970, cosine similarity=0.17
weather sleet 1980, cosine similarity=0.27
weather sleet 1990, cosine similarity=0.18

weather cereal 1900, cosine similarity=0.02
weather cereal 1910, cosine similarity=0.10
weather cereal 1920, cosine similarity=0.04
weather cereal 1930, cosine similarity=0.06
weather cereal 1940, cosine similarity=0.13
weather cereal 1950, cosine similarity=0.06
weather cereal 1960, cosine similarity=0.05
weather cereal 1970, cosine similarity=0.03
weather cereal 1980, cosine similarity=-0.04
weather cereal 1990, cosine similarity=-0.04

shape circle 1900, cosine similarity=0.10
shape circle 1910, cosine similarity=0.11
shape circle 1920, cosine similarity=0.12
shape circle 1930, cosine similarity=0.16
shape circle 1940, cosine similarity=0.14
shape circle 1950, cosine similarity=0.11
shape circle 1960, cosine similarity=0.12
shape circle 1970, cosine similarity=0.11
shape circle 1980, cosine similarity=0.20
shape circle 1990, cosine similarity=0.12

shape oval 1900, cosine similarity=0.47
shape oval 1910, cosine similarity=0.40
shape oval 1920, cosine similarity=0.42
shape oval 1930, cosine similarity=0.40
shape oval 1940, cosine similarity=0.41
shape oval 1950, cosine similarity=0.35
shape oval 1960, cosine similarity=0.42
shape oval 1970, cosine similarity=0.38
shape oval 1980, cosine similarity=0.33
shape oval 1990, cosine similarity=0.31

shape capes 1900, cosine similarity=-0.04
shape capes 1910, cosine similarity=0.04
shape capes 1920, cosine similarity=0.01
shape capes 1930, cosine similarity=0.05
shape capes 1940, cosine similarity=0.00
shape capes 1950, cosine similarity=-0.03
shape capes 1960, cosine similarity=-0.08
shape capes 1970, cosine similarity=-0.02
shape capes 1980, cosine similarity=0.06
shape capes 1990, cosine similarity=-0.01

meat pork 1900, cosine similarity=0.54
meat pork 1910, cosine similarity=0.63
meat pork 1920, cosine similarity=0.58
meat pork 1930, cosine similarity=0.56
meat pork 1940, cosine similarity=0.57
meat pork 1950, cosine similarity=0.53
meat pork 1960, cosine similarity=0.55
meat pork 1970, cosine similarity=0.54
meat pork 1980, cosine similarity=0.57
meat pork 1990, cosine similarity=0.57

meat veal 1900, cosine similarity=0.30
meat veal 1910, cosine similarity=0.34
meat veal 1920, cosine similarity=0.33
meat veal 1930, cosine similarity=0.32
meat veal 1940, cosine similarity=0.40
meat veal 1950, cosine similarity=0.35
meat veal 1960, cosine similarity=0.33
meat veal 1970, cosine similarity=0.43
meat veal 1980, cosine similarity=0.50
meat veal 1990, cosine similarity=0.44

meat pulp 1900, cosine similarity=0.25
meat pulp 1910, cosine similarity=0.24
meat pulp 1920, cosine similarity=0.21
meat pulp 1930, cosine similarity=0.23
meat pulp 1940, cosine similarity=0.26
meat pulp 1950, cosine similarity=0.23
meat pulp 1960, cosine similarity=0.26
meat pulp 1970, cosine similarity=0.30
meat pulp 1980, cosine similarity=0.32
meat pulp 1990, cosine similarity=0.23

meat beef 1900, cosine similarity=0.63
meat beef 1910, cosine similarity=0.61
meat beef 1920, cosine similarity=0.61
meat beef 1930, cosine similarity=0.63
meat beef 1940, cosine similarity=0.61
meat beef 1950, cosine similarity=0.61
meat beef 1960, cosine similarity=0.60
meat beef 1970, cosine similarity=0.56
meat beef 1980, cosine similarity=0.62
meat beef 1990, cosine similarity=0.63

meat duck 1900, cosine similarity=0.18
meat duck 1910, cosine similarity=0.18
meat duck 1920, cosine similarity=0.23
meat duck 1930, cosine similarity=0.19
meat duck 1940, cosine similarity=0.20
meat duck 1950, cosine similarity=0.21
meat duck 1960, cosine similarity=0.26
meat duck 1970, cosine similarity=0.17
meat duck 1980, cosine similarity=0.26
meat duck 1990, cosine similarity=0.19

meat ring 1900, cosine similarity=0.01
meat ring 1910, cosine similarity=0.06
meat ring 1920, cosine similarity=-0.08
meat ring 1930, cosine similarity=0.00
meat ring 1940, cosine similarity=-0.05
meat ring 1950, cosine similarity=0.02
meat ring 1960, cosine similarity=-0.01
meat ring 1970, cosine similarity=0.02
meat ring 1980, cosine similarity=0.01
meat ring 1990, cosine similarity=0.04

instrument drum 1900, cosine similarity=0.22
instrument drum 1910, cosine similarity=0.24
instrument drum 1920, cosine similarity=0.11
instrument drum 1930, cosine similarity=0.18
instrument drum 1940, cosine similarity=0.18
instrument drum 1950, cosine similarity=0.15
instrument drum 1960, cosine similarity=0.20
instrument drum 1970, cosine similarity=0.25
instrument drum 1980, cosine similarity=0.17
instrument drum 1990, cosine similarity=0.18

instrument banjo 1900, cosine similarity=0.21
instrument banjo 1910, cosine similarity=0.18
instrument banjo 1920, cosine similarity=0.12
instrument banjo 1930, cosine similarity=0.00
instrument banjo 1940, cosine similarity=-0.01
instrument banjo 1950, cosine similarity=0.11
instrument banjo 1960, cosine similarity=-0.01
instrument banjo 1970, cosine similarity=0.11
instrument banjo 1980, cosine similarity=0.06
instrument banjo 1990, cosine similarity=0.09

instrument bolt 1900, cosine similarity=0.07
instrument bolt 1910, cosine similarity=0.10
instrument bolt 1920, cosine similarity=0.00
instrument bolt 1930, cosine similarity=0.02
instrument bolt 1940, cosine similarity=0.10
instrument bolt 1950, cosine similarity=0.02
instrument bolt 1960, cosine similarity=0.06
instrument bolt 1970, cosine similarity=0.04
instrument bolt 1980, cosine similarity=0.08
instrument bolt 1990, cosine similarity=0.07

storm thunder 1900, cosine similarity=0.46
storm thunder 1910, cosine similarity=0.45
storm thunder 1920, cosine similarity=0.48
storm thunder 1930, cosine similarity=0.36
storm thunder 1940, cosine similarity=0.40
storm thunder 1950, cosine similarity=0.48
storm thunder 1960, cosine similarity=0.38
storm thunder 1970, cosine similarity=0.42
storm thunder 1980, cosine similarity=0.38
storm thunder 1990, cosine similarity=0.38

storm blizzard 1900, cosine similarity=0.00
storm blizzard 1910, cosine similarity=0.21
storm blizzard 1920, cosine similarity=0.25
storm blizzard 1930, cosine similarity=0.26
storm blizzard 1940, cosine similarity=0.22
storm blizzard 1950, cosine similarity=0.25
storm blizzard 1960, cosine similarity=0.27
storm blizzard 1970, cosine similarity=0.19
storm blizzard 1980, cosine similarity=0.25
storm blizzard 1990, cosine similarity=0.24

storm cannons 1900, cosine similarity=0.14
storm cannons 1910, cosine similarity=0.20
storm cannons 1920, cosine similarity=0.18
storm cannons 1930, cosine similarity=0.21
storm cannons 1940, cosine similarity=0.14
storm cannons 1950, cosine similarity=0.14
storm cannons 1960, cosine similarity=0.11
storm cannons 1970, cosine similarity=0.11
storm cannons 1980, cosine similarity=0.18
storm cannons 1990, cosine similarity=0.19

crime robbery 1900, cosine similarity=0.48
crime robbery 1910, cosine similarity=0.40
crime robbery 1920, cosine similarity=0.44
crime robbery 1930, cosine similarity=0.49
crime robbery 1940, cosine similarity=0.39
crime robbery 1950, cosine similarity=0.47
crime robbery 1960, cosine similarity=0.55
crime robbery 1970, cosine similarity=0.39
crime robbery 1980, cosine similarity=0.42
crime robbery 1990, cosine similarity=0.42

crime arson 1900, cosine similarity=0.38
crime arson 1910, cosine similarity=0.40
crime arson 1920, cosine similarity=0.40
crime arson 1930, cosine similarity=0.39
crime arson 1940, cosine similarity=0.37
crime arson 1950, cosine similarity=0.27
crime arson 1960, cosine similarity=0.38
crime arson 1970, cosine similarity=0.34
crime arson 1980, cosine similarity=0.29
crime arson 1990, cosine similarity=0.24

crime signal 1900, cosine similarity=0.02
crime signal 1910, cosine similarity=0.00
crime signal 1920, cosine similarity=0.02
crime signal 1930, cosine similarity=-0.02
crime signal 1940, cosine similarity=-0.05
crime signal 1950, cosine similarity=-0.05
crime signal 1960, cosine similarity=0.00
crime signal 1970, cosine similarity=0.02
crime signal 1980, cosine similarity=-0.12
