dad mom 1930, cosine similarity=0.00
do task 1940, cosine similarity=0.04
do task 1950, cosine similarity=0.02
do task 1960, cosine similarity=0.11
do task 1970, cosine similarity=0.06
do task 1980, cosine similarity=0.04

dock boat 1930, cosine similarity=0.34
dock boat 1940, cosine similarity=0.36
dock boat 1950, cosine similarity=0.37
dock boat 1960, cosine similarity=0.34
dock boat 1970, cosine similarity=0.35
dock boat 1980, cosine similarity=0.37

dock pier 1930, cosine similarity=0.41
dock pier 1940, cosine similarity=0.42
dock pier 1950, cosine similarity=0.43
dock pier 1960, cosine similarity=0.40
dock pier 1970, cosine similarity=0.47
dock pier 1980, cosine similarity=0.49

dock bay 1930, cosine similarity=0.19
dock bay 1940, cosine similarity=0.21
dock bay 1950, cosine similarity=0.25
dock bay 1960, cosine similarity=0.22
dock bay 1970, cosine similarity=0.20
dock bay 1980, cosine similarity=0.28

dock water 1930, cosine similarity=0.17
dock water 1940, cosine similarity=0.09
dock water 1950, cosine similarity=0.15
dock water 1960, cosine similarity=0.16
dock water 1970, cosine similarity=0.10
dock water 1980, cosine similarity=0.08

dock ship 1930, cosine similarity=0.35
dock ship 1940, cosine similarity=0.42
dock ship 1950, cosine similarity=0.43
dock ship 1960, cosine similarity=0.37
dock ship 1970, cosine similarity=0.32
dock ship 1980, cosine similarity=0.34

dock fishing 1930, cosine similarity=0.11
dock fishing 1940, cosine similarity=0.17
dock fishing 1950, cosine similarity=0.14
dock fishing 1960, cosine similarity=0.20
dock fishing 1970, cosine similarity=0.11
dock fishing 1980, cosine similarity=0.19

dock wharf 1930, cosine similarity=0.52
dock wharf 1940, cosine similarity=0.46
dock wharf 1950, cosine similarity=0.52
dock wharf 1960, cosine similarity=0.52
dock wharf 1970, cosine similarity=0.46
dock wharf 1980, cosine similarity=0.51

dock lake 1930, cosine similarity=0.25
dock lake 1940, cosine similarity=0.24
dock lake 1950, cosine similarity=0.23
dock lake 1960, cosine similarity=0.24
dock lake 1970, cosine similarity=0.21
dock lake 1980, cosine similarity=0.28

dock port 1930, cosine similarity=0.24
dock port 1940, cosine similarity=0.31
dock port 1950, cosine similarity=0.33
dock port 1960, cosine similarity=0.39
dock port 1970, cosine similarity=0.37
dock port 1980, cosine similarity=0.37

dock wood 1930, cosine similarity=0.16
dock wood 1940, cosine similarity=0.12
dock wood 1950, cosine similarity=0.18
dock wood 1960, cosine similarity=0.11
dock wood 1970, cosine similarity=0.15
dock wood 1980, cosine similarity=0.16

doctor nurse 1930, cosine similarity=0.42
doctor nurse 1940, cosine similarity=0.39
doctor nurse 1950, cosine similarity=0.46
doctor nurse 1960, cosine similarity=0.44
doctor nurse 1970, cosine similarity=0.48
doctor nurse 1980, cosine similarity=0.46

doctor lawyer 1930, cosine similarity=0.44
doctor lawyer 1940, cosine similarity=0.44
doctor lawyer 1950, cosine similarity=0.41
doctor lawyer 1960, cosine similarity=0.43
doctor lawyer 1970, cosine similarity=0.40
doctor lawyer 1980, cosine similarity=0.35

doctor medicine 1930, cosine similarity=0.35
doctor medicine 1940, cosine similarity=0.36
doctor medicine 1950, cosine similarity=0.28
doctor medicine 1960, cosine similarity=0.35
doctor medicine 1970, cosine similarity=0.34
doctor medicine 1980, cosine similarity=0.27

doctor sick 1930, cosine similarity=0.23
doctor sick 1940, cosine similarity=0.18
doctor sick 1950, cosine similarity=0.23
doctor sick 1960, cosine similarity=0.22
doctor sick 1970, cosine similarity=0.28
doctor sick 1980, cosine similarity=0.28

doctor physician 1930, cosine similarity=0.53
doctor physician 1940, cosine similarity=0.52
doctor physician 1950, cosine similarity=0.54
doctor physician 1960, cosine similarity=0.53
doctor physician 1970, cosine similarity=0.61
doctor physician 1980, cosine similarity=0.63

doctor surgeon 1930, cosine similarity=0.35
doctor surgeon 1940, cosine similarity=0.37
doctor surgeon 1950, cosine similarity=0.34
doctor surgeon 1960, cosine similarity=0.41
doctor surgeon 1970, cosine similarity=0.42
doctor surgeon 1980, cosine similarity=0.39

doctor help 1930, cosine similarity=0.12
doctor help 1940, cosine similarity=0.14
doctor help 1950, cosine similarity=0.20
doctor help 1960, cosine similarity=0.17
doctor help 1970, cosine similarity=0.16
doctor help 1980, cosine similarity=0.20

doctor patient 1930, cosine similarity=0.25
doctor patient 1940, cosine similarity=0.29
doctor patient 1950, cosine similarity=0.32
doctor patient 1960, cosine similarity=0.34
doctor patient 1970, cosine similarity=0.37
doctor patient 1980, cosine similarity=0.34

doctor dentist 1930, cosine similarity=0.36
doctor dentist 1940, cosine similarity=0.43
doctor dentist 1950, cosine similarity=0.44
doctor dentist 1960, cosine similarity=0.40
doctor dentist 1970, cosine similarity=0.45
doctor dentist 1980, cosine similarity=0.49

doctor health 1930, cosine similarity=0.11
doctor health 1940, cosine similarity=0.10
doctor health 1950, cosine similarity=0.13
doctor health 1960, cosine similarity=0.18
doctor health 1970, cosine similarity=0.15
doctor health 1980, cosine similarity=0.14

doctor hospital 1930, cosine similarity=0.27
doctor hospital 1940, cosine similarity=0.28
doctor hospital 1950, cosine similarity=0.29
doctor hospital 1960, cosine similarity=0.26
doctor hospital 1970, cosine similarity=0.34
doctor hospital 1980, cosine similarity=0.33

doctor illness 1930, cosine similarity=0.19
doctor illness 1940, cosine similarity=0.18
doctor illness 1950, cosine similarity=0.15
doctor illness 1960, cosine similarity=0.21
doctor illness 1970, cosine similarity=0.23
doctor illness 1980, cosine similarity=0.12

doctor m.d. 1930, cosine similarity=0.00
doctor m.d. 1940, cosine similarity=0.00
doctor m.d. 1950, cosine similarity=0.00
doctor m.d. 1960, cosine similarity=0.00
doctor m.d. 1970, cosine similarity=0.00
doctor m.d. 1980, cosine similarity=0.00

doctor shot 1930, cosine similarity=-0.01
doctor shot 1940, cosine similarity=0.06
doctor shot 1950, cosine similarity=0.05
doctor shot 1960, cosine similarity=0.09
doctor shot 1970, cosine similarity=0.06
doctor shot 1980, cosine similarity=0.05

doctor cure 1930, cosine similarity=0.20
doctor cure 1940, cosine similarity=0.22
doctor cure 1950, cosine similarity=0.21
doctor cure 1960, cosine similarity=0.21
doctor cure 1970, cosine similarity=0.24
doctor cure 1980, cosine similarity=0.23

doctor dead 1930, cosine similarity=0.02
doctor dead 1940, cosine similarity=0.05
doctor dead 1950, cosine similarity=0.03
doctor dead 1960, cosine similarity=0.05
doctor dead 1970, cosine similarity=0.08
doctor dead 1980, cosine similarity=0.12

doctor healer 1930, cosine similarity=0.15
doctor healer 1940, cosine similarity=0.12
doctor healer 1950, cosine similarity=0.14
doctor healer 1960, cosine similarity=0.04
doctor healer 1970, cosine similarity=0.16
doctor healer 1980, cosine similarity=0.21

doctor ill 1930, cosine similarity=0.11
doctor ill 1940, cosine similarity=0.13
doctor ill 1950, cosine similarity=0.11
doctor ill 1960, cosine similarity=0.12
doctor ill 1970, cosine similarity=0.10
doctor ill 1980, cosine similarity=0.15

doctor office 1930, cosine similarity=0.20
doctor office 1940, cosine similarity=0.16
doctor office 1950, cosine similarity=0.18
doctor office 1960, cosine similarity=0.18
doctor office 1970, cosine similarity=0.18
doctor office 1980, cosine similarity=0.24

document paper 1930, cosine similarity=0.26
document paper 1940, cosine similarity=0.24
document paper 1950, cosine similarity=0.30
document paper 1960, cosine similarity=0.25
document paper 1970, cosine similarity=0.27
document paper 1980, cosine similarity=0.28

document important 1930, cosine similarity=0.21
document important 1940, cosine similarity=0.11
document important 1950, cosine similarity=0.12
document important 1960, cosine similarity=0.20
document important 1970, cosine similarity=0.16
document important 1980, cosine similarity=0.13

document official 1930, cosine similarity=0.35
document official 1940, cosine similarity=0.31
document official 1950, cosine similarity=0.31
document official 1960, cosine similarity=0.23
document official 1970, cosine similarity=0.31
document official 1980, cosine similarity=0.20

document sign 1930, cosine similarity=0.28
document sign 1940, cosine similarity=0.24
document sign 1950, cosine similarity=0.24
document sign 1960, cosine similarity=0.23
document sign 1970, cosine similarity=0.22
document sign 1980, cosine similarity=0.18

document write 1930, cosine similarity=0.08
document write 1940, cosine similarity=0.09
document write 1950, cosine similarity=0.08
document write 1960, cosine similarity=0.20
document write 1970, cosine similarity=0.14
document write 1980, cosine similarity=0.13

document contract 1930, cosine similarity=0.19
document contract 1940, cosine similarity=0.26
document contract 1950, cosine similarity=0.23
document contract 1960, cosine similarity=0.22
document contract 1970, cosine similarity=0.25
document contract 1980, cosine similarity=0.26

document form 1930, cosine similarity=0.15
document form 1940, cosine similarity=0.16
document form 1950, cosine similarity=0.12
document form 1960, cosine similarity=0.17
document form 1970, cosine similarity=0.18
document form 1980, cosine similarity=0.16

document government 1930, cosine similarity=0.14
document government 1940, cosine similarity=0.07
document government 1950, cosine similarity=-0.01
document government 1960, cosine similarity=0.03
document government 1970, cosine similarity=0.05
document government 1980, cosine similarity=0.08

document constitution 1930, cosine similarity=0.24
document constitution 1940, cosine similarity=0.22
document constitution 1950, cosine similarity=0.21
document constitution 1960, cosine similarity=0.25
document constitution 1970, cosine similarity=0.22
document constitution 1980, cosine similarity=0.21

document declaration 1930, cosine similarity=0.27
document declaration 1940, cosine similarity=0.34
document declaration 1950, cosine similarity=0.28
document declaration 1960, cosine similarity=0.26
document declaration 1970, cosine similarity=0.28
document declaration 1980, cosine similarity=0.22

document legal 1930, cosine similarity=0.17
document legal 1940, cosine similarity=0.14
document legal 1950, cosine similarity=0.12
document legal 1960, cosine similarity=0.19
document legal 1970, cosine similarity=0.23
document legal 1980, cosine similarity=0.18

document words 1930, cosine similarity=0.15
document words 1940, cosine similarity=0.17
document words 1950, cosine similarity=0.13
document words 1960, cosine similarity=0.12
document words 1970, cosine similarity=0.17
document words 1980, cosine similarity=0.12

document agreement 1930, cosine similarity=0.13
document agreement 1940, cosine similarity=0.18
document agreement 1950, cosine similarity=0.14
document agreement 1960, cosine similarity=0.19
document agreement 1970, cosine similarity=0.16
document agreement 1980, cosine similarity=0.16

document file 1930, cosine similarity=0.19
document file 1940, cosine similarity=0.19
document file 1950, cosine similarity=0.20
document file 1960, cosine similarity=0.24
document file 1970, cosine similarity=0.32
document file 1980, cosine similarity=0.34

document proof 1930, cosine similarity=0.19
document proof 1940, cosine similarity=0.23
document proof 1950, cosine similarity=0.27
document proof 1960, cosine similarity=0.19
document proof 1970, cosine similarity=0.21
document proof 1980, cosine similarity=0.17

document rem 1930, cosine similarity=0.02
document rem 1940, cosine similarity=0.13
document rem 1950, cosine similarity=0.03
document rem 1960, cosine similarity=-0.05
document rem 1970, cosine similarity=-0.01
document rem 1980, cosine similarity=-0.09

document secret 1930, cosine similarity=0.13
document secret 1940, cosine similarity=0.16
document secret 1950, cosine similarity=0.12
document secret 1960, cosine similarity=0.18
document secret 1970, cosine similarity=0.12
document secret 1980, cosine similarity=0.09

doe deer 1930, cosine similarity=0.15
doe deer 1940, cosine similarity=0.25
doe deer 1950, cosine similarity=0.17
doe deer 1960, cosine similarity=0.22
doe deer 1970, cosine similarity=0.19
doe deer 1980, cosine similarity=0.24

doe john 1930, cosine similarity=0.27
doe john 1940, cosine similarity=0.25
doe john 1950, cosine similarity=0.23
doe john 1960, cosine similarity=0.23
doe john 1970, cosine similarity=0.24
doe john 1980, cosine similarity=0.18

doe fawn 1930, cosine similarity=0.27
doe fawn 1940, cosine similarity=0.29
doe fawn 1950, cosine similarity=0.33
doe fawn 1960, cosine similarity=0.30
doe fawn 1970, cosine similarity=0.34
doe fawn 1980, cosine similarity=0.33

doe jane 1930, cosine similarity=0.24
doe jane 1940, cosine similarity=0.22
doe jane 1950, cosine similarity=0.29
doe jane 1960, cosine similarity=0.21
doe jane 1970, cosine similarity=0.20
doe jane 1980, cosine similarity=0.19

doe rae 1930, cosine similarity=0.00
doe rae 1940, cosine similarity=0.00
doe rae 1950, cosine similarity=0.00
doe rae 1960, cosine similarity=0.04
doe rae 1970, cosine similarity=0.13
doe rae 1980, cosine similarity=0.11

doe animal 1930, cosine similarity=-0.05
doe animal 1940, cosine similarity=0.03
doe animal 1950, cosine similarity=-0.01
doe animal 1960, cosine similarity=0.02
doe animal 1970, cosine similarity=0.02
doe animal 1980, cosine similarity=0.15

doe bread 1930, cosine similarity=0.07
doe bread 1940, cosine similarity=0.06
doe bread 1950, cosine similarity=0.07
doe bread 1960, cosine similarity=0.11
doe bread 1970, cosine similarity=0.03
doe bread 1980, cosine similarity=0.03

doe buck 1930, cosine similarity=0.16
doe buck 1940, cosine similarity=0.21
doe buck 1950, cosine similarity=0.26
doe buck 1960, cosine similarity=0.25
doe buck 1970, cosine similarity=0.29
doe buck 1980, cosine similarity=0.28

dog cat 1930, cosine similarity=0.59
dog cat 1940, cosine similarity=0.59
dog cat 1950, cosine similarity=0.60
dog cat 1960, cosine similarity=0.59
dog cat 1970, cosine similarity=0.58
dog cat 1980, cosine similarity=0.54

dog puppy 1930, cosine similarity=0.36
dog puppy 1940, cosine similarity=0.33
dog puppy 1950, cosine similarity=0.39
dog puppy 1960, cosine similarity=0.28
dog puppy 1970, cosine similarity=0.37
dog puppy 1980, cosine similarity=0.45

dog animal 1930, cosine similarity=0.34
dog animal 1940, cosine similarity=0.36
dog animal 1950, cosine similarity=0.34
dog animal 1960, cosine similarity=0.39
dog animal 1970, cosine similarity=0.37
dog animal 1980, cosine similarity=0.33

dog friend 1930, cosine similarity=0.15
dog friend 1940, cosine similarity=0.17
dog friend 1950, cosine similarity=0.18
