a b 1930, cosine similarity=0.16
approval denial 1970, cosine similarity=0.12
approval denial 1980, cosine similarity=0.18

approval nod 1930, cosine similarity=0.23
approval nod 1940, cosine similarity=0.25
approval nod 1950, cosine similarity=0.28
approval nod 1960, cosine similarity=0.28
approval nod 1970, cosine similarity=0.25
approval nod 1980, cosine similarity=0.26

approval parents 1930, cosine similarity=0.17
approval parents 1940, cosine similarity=0.14
approval parents 1950, cosine similarity=0.15
approval parents 1960, cosine similarity=0.20
approval parents 1970, cosine similarity=0.15
approval parents 1980, cosine similarity=0.14

approval allowed 1930, cosine similarity=-0.07
approval allowed 1940, cosine similarity=-0.03
approval allowed 1950, cosine similarity=-0.00
approval allowed 1960, cosine similarity=-0.03
approval allowed 1970, cosine similarity=-0.01
approval allowed 1980, cosine similarity=0.04

approval check 1930, cosine similarity=0.06
approval check 1940, cosine similarity=0.08
approval check 1950, cosine similarity=0.08
approval check 1960, cosine similarity=0.09
approval check 1970, cosine similarity=0.07
approval check 1980, cosine similarity=0.14

approval consent 1930, cosine similarity=0.54
approval consent 1940, cosine similarity=0.50
approval consent 1950, cosine similarity=0.53
approval consent 1960, cosine similarity=0.53
approval consent 1970, cosine similarity=0.48
approval consent 1980, cosine similarity=0.49

approval good 1930, cosine similarity=0.07
approval good 1940, cosine similarity=-0.01
approval good 1950, cosine similarity=0.03
approval good 1960, cosine similarity=0.05
approval good 1970, cosine similarity=0.07
approval good 1980, cosine similarity=0.10

approval gratitude 1930, cosine similarity=0.23
approval gratitude 1940, cosine similarity=0.17
approval gratitude 1950, cosine similarity=0.23
approval gratitude 1960, cosine similarity=0.26
approval gratitude 1970, cosine similarity=0.17
approval gratitude 1980, cosine similarity=0.19

approval mom 1930, cosine similarity=0.00
approval mom 1940, cosine similarity=-0.05
approval mom 1950, cosine similarity=-0.04
approval mom 1960, cosine similarity=-0.05
approval mom 1970, cosine similarity=0.04
approval mom 1980, cosine similarity=-0.08

approval parent 1930, cosine similarity=0.07
approval parent 1940, cosine similarity=0.09
approval parent 1950, cosine similarity=0.09
approval parent 1960, cosine similarity=0.15
approval parent 1970, cosine similarity=0.09
approval parent 1980, cosine similarity=0.08

approval right 1930, cosine similarity=0.01
approval right 1940, cosine similarity=-0.01
approval right 1950, cosine similarity=0.03
approval right 1960, cosine similarity=-0.02
approval right 1970, cosine similarity=0.01
approval right 1980, cosine similarity=0.03

approval stamp 1930, cosine similarity=0.23
approval stamp 1940, cosine similarity=0.23
approval stamp 1950, cosine similarity=0.21
approval stamp 1960, cosine similarity=0.23
approval stamp 1970, cosine similarity=0.20
approval stamp 1980, cosine similarity=0.25

apron cook 1930, cosine similarity=0.16
apron cook 1940, cosine similarity=0.18
apron cook 1950, cosine similarity=0.10
apron cook 1960, cosine similarity=0.12
apron cook 1970, cosine similarity=0.09
apron cook 1980, cosine similarity=0.16

apron kitchen 1930, cosine similarity=0.27
apron kitchen 1940, cosine similarity=0.22
apron kitchen 1950, cosine similarity=0.33
apron kitchen 1960, cosine similarity=0.27
apron kitchen 1970, cosine similarity=0.34
apron kitchen 1980, cosine similarity=0.32

apron cooking 1930, cosine similarity=0.10
apron cooking 1940, cosine similarity=0.11
apron cooking 1950, cosine similarity=0.12
apron cooking 1960, cosine similarity=0.16
apron cooking 1970, cosine similarity=0.09
apron cooking 1980, cosine similarity=0.15

apron strings 1930, cosine similarity=0.34
apron strings 1940, cosine similarity=0.34
apron strings 1950, cosine similarity=0.38
apron strings 1960, cosine similarity=0.36
apron strings 1970, cosine similarity=0.33
apron strings 1980, cosine similarity=0.32

apron mother 1930, cosine similarity=0.29
apron mother 1940, cosine similarity=0.30
apron mother 1950, cosine similarity=0.36
apron mother 1960, cosine similarity=0.23
apron mother 1970, cosine similarity=0.27
apron mother 1980, cosine similarity=0.23

apron clothes 1930, cosine similarity=0.40
apron clothes 1940, cosine similarity=0.37
apron clothes 1950, cosine similarity=0.36
apron clothes 1960, cosine similarity=0.35
apron clothes 1970, cosine similarity=0.38
apron clothes 1980, cosine similarity=0.40

apron maid 1930, cosine similarity=0.23
apron maid 1940, cosine similarity=0.27
apron maid 1950, cosine similarity=0.28
apron maid 1960, cosine similarity=0.26
apron maid 1970, cosine similarity=0.28
apron maid 1980, cosine similarity=0.31

apron clean 1930, cosine similarity=0.28
apron clean 1940, cosine similarity=0.28
apron clean 1950, cosine similarity=0.29
apron clean 1960, cosine similarity=0.26
apron clean 1970, cosine similarity=0.29
apron clean 1980, cosine similarity=0.26

apron cover 1930, cosine similarity=0.23
apron cover 1940, cosine similarity=0.10
apron cover 1950, cosine similarity=0.16
apron cover 1960, cosine similarity=0.15
apron cover 1970, cosine similarity=0.15
apron cover 1980, cosine similarity=0.13

apron tie 1930, cosine similarity=0.36
apron tie 1940, cosine similarity=0.34
apron tie 1950, cosine similarity=0.32
apron tie 1960, cosine similarity=0.34
apron tie 1970, cosine similarity=0.36
apron tie 1980, cosine similarity=0.44

apron work 1930, cosine similarity=-0.06
apron work 1940, cosine similarity=-0.04
apron work 1950, cosine similarity=-0.06
apron work 1960, cosine similarity=0.02
apron work 1970, cosine similarity=-0.00
apron work 1980, cosine similarity=0.03

apron barbecue 1930, cosine similarity=0.00
apron barbecue 1940, cosine similarity=0.00
apron barbecue 1950, cosine similarity=0.00
apron barbecue 1960, cosine similarity=0.00
apron barbecue 1970, cosine similarity=0.19
apron barbecue 1980, cosine similarity=0.20

apron chef 1930, cosine similarity=0.18
apron chef 1940, cosine similarity=0.26
apron chef 1950, cosine similarity=0.25
apron chef 1960, cosine similarity=0.24
apron chef 1970, cosine similarity=0.22
apron chef 1980, cosine similarity=0.21

apron smock 1930, cosine similarity=0.00
apron smock 1940, cosine similarity=0.00
apron smock 1950, cosine similarity=0.38
apron smock 1960, cosine similarity=0.31
apron smock 1970, cosine similarity=0.31
apron smock 1980, cosine similarity=0.30

architect building 1930, cosine similarity=0.27
architect building 1940, cosine similarity=0.22
architect building 1950, cosine similarity=0.32
architect building 1960, cosine similarity=0.32
architect building 1970, cosine similarity=0.27
architect building 1980, cosine similarity=0.27

architect house 1930, cosine similarity=0.08
architect house 1940, cosine similarity=0.13
architect house 1950, cosine similarity=0.16
architect house 1960, cosine similarity=0.16
architect house 1970, cosine similarity=0.15
architect house 1980, cosine similarity=0.17

architect builder 1930, cosine similarity=0.48
architect builder 1940, cosine similarity=0.48
architect builder 1950, cosine similarity=0.42
architect builder 1960, cosine similarity=0.54
architect builder 1970, cosine similarity=0.48
architect builder 1980, cosine similarity=0.52

architect designer 1930, cosine similarity=0.48
architect designer 1940, cosine similarity=0.52
architect designer 1950, cosine similarity=0.46
architect designer 1960, cosine similarity=0.53
architect designer 1970, cosine similarity=0.50
architect designer 1980, cosine similarity=0.51

architect build 1930, cosine similarity=0.19
architect build 1940, cosine similarity=0.20
architect build 1950, cosine similarity=0.21
architect build 1960, cosine similarity=0.19
architect build 1970, cosine similarity=0.20
architect build 1980, cosine similarity=0.20

architect design 1930, cosine similarity=0.33
architect design 1940, cosine similarity=0.33
architect design 1950, cosine similarity=0.31
architect design 1960, cosine similarity=0.32
architect design 1970, cosine similarity=0.27
architect design 1980, cosine similarity=0.30

architect draw 1930, cosine similarity=-0.01
architect draw 1940, cosine similarity=0.09
architect draw 1950, cosine similarity=0.12
architect draw 1960, cosine similarity=0.11
architect draw 1970, cosine similarity=0.12
architect draw 1980, cosine similarity=0.09

architect drawing 1930, cosine similarity=0.13
architect drawing 1940, cosine similarity=0.16
architect drawing 1950, cosine similarity=0.23
architect drawing 1960, cosine similarity=0.18
architect drawing 1970, cosine similarity=0.18
architect drawing 1980, cosine similarity=0.21

architect engineer 1930, cosine similarity=0.50
architect engineer 1940, cosine similarity=0.54
architect engineer 1950, cosine similarity=0.53
architect engineer 1960, cosine similarity=0.56
architect engineer 1970, cosine similarity=0.52
architect engineer 1980, cosine similarity=0.51

architect art 1930, cosine similarity=0.15
architect art 1940, cosine similarity=0.18
architect art 1950, cosine similarity=0.20
architect art 1960, cosine similarity=0.17
architect art 1970, cosine similarity=0.21
architect art 1980, cosine similarity=0.19

architect artist 1930, cosine similarity=0.41
architect artist 1940, cosine similarity=0.51
architect artist 1950, cosine similarity=0.39
architect artist 1960, cosine similarity=0.43
architect artist 1970, cosine similarity=0.38
architect artist 1980, cosine similarity=0.39

architect dig 1930, cosine similarity=0.05
architect dig 1940, cosine similarity=-0.00
architect dig 1950, cosine similarity=-0.06
architect dig 1960, cosine similarity=0.04
architect dig 1970, cosine similarity=0.02
architect dig 1980, cosine similarity=-0.04

architect painter 1930, cosine similarity=0.49
architect painter 1940, cosine similarity=0.51
architect painter 1950, cosine similarity=0.41
architect painter 1960, cosine similarity=0.50
architect painter 1970, cosine similarity=0.42
architect painter 1980, cosine similarity=0.43

architect pencil 1930, cosine similarity=0.10
architect pencil 1940, cosine similarity=0.06
architect pencil 1950, cosine similarity=-0.01
architect pencil 1960, cosine similarity=0.05
architect pencil 1970, cosine similarity=0.05
architect pencil 1980, cosine similarity=-0.02

architect rich 1930, cosine similarity=0.01
architect rich 1940, cosine similarity=0.00
architect rich 1950, cosine similarity=0.04
architect rich 1960, cosine similarity=0.06
architect rich 1970, cosine similarity=0.03
architect rich 1980, cosine similarity=-0.01

architect sculpture 1930, cosine similarity=0.20
architect sculpture 1940, cosine similarity=0.15
architect sculpture 1950, cosine similarity=0.18
architect sculpture 1960, cosine similarity=0.12
architect sculpture 1970, cosine similarity=0.20
architect sculpture 1980, cosine similarity=0.15

architecture building 1930, cosine similarity=0.27
architecture building 1940, cosine similarity=0.17
architecture building 1950, cosine similarity=0.29
architecture building 1960, cosine similarity=0.26
architecture building 1970, cosine similarity=0.24
architecture building 1980, cosine similarity=0.21

architecture house 1930, cosine similarity=0.09
architecture house 1940, cosine similarity=0.04
architecture house 1950, cosine similarity=0.09
architecture house 1960, cosine similarity=0.05
architecture house 1970, cosine similarity=0.07
architecture house 1980, cosine similarity=0.02

architecture structure 1930, cosine similarity=0.31
architecture structure 1940, cosine similarity=0.23
architecture structure 1950, cosine similarity=0.25
architecture structure 1960, cosine similarity=0.27
architecture structure 1970, cosine similarity=0.15
architecture structure 1980, cosine similarity=0.25

architecture build 1930, cosine similarity=0.13
architecture build 1940, cosine similarity=0.08
architecture build 1950, cosine similarity=0.11
architecture build 1960, cosine similarity=0.13
architecture build 1970, cosine similarity=0.07
architecture build 1980, cosine similarity=0.09

architecture design 1930, cosine similarity=0.31
architecture design 1940, cosine similarity=0.31
architecture design 1950, cosine similarity=0.26
architecture design 1960, cosine similarity=0.29
architecture design 1970, cosine similarity=0.36
architecture design 1980, cosine similarity=0.38

architecture wood 1930, cosine similarity=0.12
architecture wood 1940, cosine similarity=0.13
architecture wood 1950, cosine similarity=0.13
architecture wood 1960, cosine similarity=0.13
