tab soda 1930, cosine similarity=0.00
three number 1960, cosine similarity=0.27
three number 1970, cosine similarity=0.25
three number 1980, cosine similarity=0.28

three two 1930, cosine similarity=0.68
three two 1940, cosine similarity=0.74
three two 1950, cosine similarity=0.60
three two 1960, cosine similarity=0.73
three two 1970, cosine similarity=0.72
three two 1980, cosine similarity=0.73

three mice 1930, cosine similarity=0.05
three mice 1940, cosine similarity=0.05
three mice 1950, cosine similarity=0.05
three mice 1960, cosine similarity=0.10
three mice 1970, cosine similarity=0.05
three mice 1980, cosine similarity=0.13

three crowd 1930, cosine similarity=0.04
three crowd 1940, cosine similarity=0.02
three crowd 1950, cosine similarity=0.05
three crowd 1960, cosine similarity=0.08
three crowd 1970, cosine similarity=0.11
three crowd 1980, cosine similarity=0.09

three some 1930, cosine similarity=0.20
three some 1940, cosine similarity=0.16
three some 1950, cosine similarity=0.17
three some 1960, cosine similarity=0.23
three some 1970, cosine similarity=0.21
three some 1980, cosine similarity=0.23

three stooges 1930, cosine similarity=0.00
three stooges 1940, cosine similarity=0.00
three stooges 1950, cosine similarity=0.00
three stooges 1960, cosine similarity=0.00
three stooges 1970, cosine similarity=0.00
three stooges 1980, cosine similarity=0.00

three company 1930, cosine similarity=0.04
three company 1940, cosine similarity=-0.01
three company 1950, cosine similarity=-0.05
three company 1960, cosine similarity=-0.09
three company 1970, cosine similarity=0.00
three company 1980, cosine similarity=-0.04

three five 1930, cosine similarity=0.64
three five 1940, cosine similarity=0.59
three five 1950, cosine similarity=0.66
three five 1960, cosine similarity=0.66
three five 1970, cosine similarity=0.62
three five 1980, cosine similarity=0.65

three pigs 1930, cosine similarity=0.12
three pigs 1940, cosine similarity=0.11
three pigs 1950, cosine similarity=0.09
three pigs 1960, cosine similarity=0.07
three pigs 1970, cosine similarity=0.08
three pigs 1980, cosine similarity=0.14

three six 1930, cosine similarity=0.65
three six 1940, cosine similarity=0.59
three six 1950, cosine similarity=0.61
three six 1960, cosine similarity=0.64
three six 1970, cosine similarity=0.62
three six 1980, cosine similarity=0.64

three triplets 1930, cosine similarity=0.00
three triplets 1940, cosine similarity=0.00
three triplets 1950, cosine similarity=0.00
three triplets 1960, cosine similarity=0.30
three triplets 1970, cosine similarity=0.13
three triplets 1980, cosine similarity=0.10

threshold marriage 1930, cosine similarity=0.09
threshold marriage 1940, cosine similarity=0.12
threshold marriage 1950, cosine similarity=0.06
threshold marriage 1960, cosine similarity=0.06
threshold marriage 1970, cosine similarity=0.05
threshold marriage 1980, cosine similarity=0.05

threshold door 1930, cosine similarity=0.36
threshold door 1940, cosine similarity=0.33
threshold door 1950, cosine similarity=0.33
threshold door 1960, cosine similarity=0.25
threshold door 1970, cosine similarity=0.28
threshold door 1980, cosine similarity=0.24

threshold doorway 1930, cosine similarity=0.42
threshold doorway 1940, cosine similarity=0.35
threshold doorway 1950, cosine similarity=0.34
threshold doorway 1960, cosine similarity=0.34
threshold doorway 1970, cosine similarity=0.30
threshold doorway 1980, cosine similarity=0.24

threshold pain 1930, cosine similarity=0.08
threshold pain 1940, cosine similarity=0.14
threshold pain 1950, cosine similarity=0.21
threshold pain 1960, cosine similarity=0.19
threshold pain 1970, cosine similarity=0.24
threshold pain 1980, cosine similarity=0.16

threshold bride 1930, cosine similarity=0.15
threshold bride 1940, cosine similarity=0.22
threshold bride 1950, cosine similarity=0.15
threshold bride 1960, cosine similarity=0.18
threshold bride 1970, cosine similarity=0.18
threshold bride 1980, cosine similarity=0.14

threshold wedding 1930, cosine similarity=0.09
threshold wedding 1940, cosine similarity=0.14
threshold wedding 1950, cosine similarity=0.07
threshold wedding 1960, cosine similarity=0.11
threshold wedding 1970, cosine similarity=0.09
threshold wedding 1980, cosine similarity=0.13

threshold edge 1930, cosine similarity=0.21
threshold edge 1940, cosine similarity=0.18
threshold edge 1950, cosine similarity=0.15
threshold edge 1960, cosine similarity=0.21
threshold edge 1970, cosine similarity=0.23
threshold edge 1980, cosine similarity=0.19

threshold line 1930, cosine similarity=-0.01
threshold line 1940, cosine similarity=0.01
threshold line 1950, cosine similarity=0.04
threshold line 1960, cosine similarity=0.00
threshold line 1970, cosine similarity=0.01
threshold line 1980, cosine similarity=0.05

threshold carry 1930, cosine similarity=-0.07
threshold carry 1940, cosine similarity=-0.04
threshold carry 1950, cosine similarity=-0.01
threshold carry 1960, cosine similarity=-0.04
threshold carry 1970, cosine similarity=-0.01
threshold carry 1980, cosine similarity=0.11

threshold level 1930, cosine similarity=0.20
threshold level 1940, cosine similarity=0.27
threshold level 1950, cosine similarity=0.26
threshold level 1960, cosine similarity=0.25
threshold level 1970, cosine similarity=0.24
threshold level 1980, cosine similarity=0.28

threshold hole 1930, cosine similarity=0.02
threshold hole 1940, cosine similarity=-0.04
threshold hole 1950, cosine similarity=-0.01
threshold hole 1960, cosine similarity=0.05
threshold hole 1970, cosine similarity=0.01
threshold hole 1980, cosine similarity=0.06

threshold home 1930, cosine similarity=0.08
threshold home 1940, cosine similarity=0.05
threshold home 1950, cosine similarity=-0.01
threshold home 1960, cosine similarity=0.03
threshold home 1970, cosine similarity=0.02
threshold home 1980, cosine similarity=-0.06

threshold beginning 1930, cosine similarity=0.10
threshold beginning 1940, cosine similarity=0.10
threshold beginning 1950, cosine similarity=0.15
threshold beginning 1960, cosine similarity=0.13
threshold beginning 1970, cosine similarity=0.09
threshold beginning 1980, cosine similarity=0.09

threshold cross 1930, cosine similarity=0.20
threshold cross 1940, cosine similarity=0.14
threshold cross 1950, cosine similarity=0.18
threshold cross 1960, cosine similarity=0.19
threshold cross 1970, cosine similarity=0.16
threshold cross 1980, cosine similarity=0.16

threshold difference 1930, cosine similarity=0.11
threshold difference 1940, cosine similarity=0.10
threshold difference 1950, cosine similarity=0.14
threshold difference 1960, cosine similarity=0.13
threshold difference 1970, cosine similarity=0.15
threshold difference 1980, cosine similarity=0.17

threshold house 1930, cosine similarity=0.10
threshold house 1940, cosine similarity=0.15
threshold house 1950, cosine similarity=0.09
threshold house 1960, cosine similarity=0.05
threshold house 1970, cosine similarity=0.13
threshold house 1980, cosine similarity=0.08

threshold limit 1930, cosine similarity=0.13
threshold limit 1940, cosine similarity=0.15
threshold limit 1950, cosine similarity=0.18
threshold limit 1960, cosine similarity=0.18
threshold limit 1970, cosine similarity=0.26
threshold limit 1980, cosine similarity=0.32

threshold opening 1930, cosine similarity=0.21
threshold opening 1940, cosine similarity=0.18
threshold opening 1950, cosine similarity=0.15
threshold opening 1960, cosine similarity=0.14
threshold opening 1970, cosine similarity=0.08
threshold opening 1980, cosine similarity=0.14

threshold over 1930, cosine similarity=0.07
threshold over 1940, cosine similarity=0.08
threshold over 1950, cosine similarity=0.04
threshold over 1960, cosine similarity=0.07
threshold over 1970, cosine similarity=0.05
threshold over 1980, cosine similarity=0.12

threshold peak 1930, cosine similarity=0.21
threshold peak 1940, cosine similarity=0.23
threshold peak 1950, cosine similarity=0.31
threshold peak 1960, cosine similarity=0.32
threshold peak 1970, cosine similarity=0.26
threshold peak 1980, cosine similarity=0.25

threshold point 1930, cosine similarity=0.10
threshold point 1940, cosine similarity=0.13
threshold point 1950, cosine similarity=0.16
threshold point 1960, cosine similarity=0.08
threshold point 1970, cosine similarity=0.09
threshold point 1980, cosine similarity=0.05

threshold tolerance 1930, cosine similarity=0.11
threshold tolerance 1940, cosine similarity=0.12
threshold tolerance 1950, cosine similarity=0.12
threshold tolerance 1960, cosine similarity=0.15
threshold tolerance 1970, cosine similarity=0.23
threshold tolerance 1980, cosine similarity=0.24

thrift save 1930, cosine similarity=0.08
thrift save 1940, cosine similarity=0.03
thrift save 1950, cosine similarity=0.02
thrift save 1960, cosine similarity=0.07
thrift save 1970, cosine similarity=0.08
thrift save 1980, cosine similarity=0.04

thrift cheap 1930, cosine similarity=0.09
thrift cheap 1940, cosine similarity=0.18
thrift cheap 1950, cosine similarity=0.10
thrift cheap 1960, cosine similarity=0.12
thrift cheap 1970, cosine similarity=0.14
thrift cheap 1980, cosine similarity=0.15

thrift spend 1930, cosine similarity=0.04
thrift spend 1940, cosine similarity=0.05
thrift spend 1950, cosine similarity=0.07
thrift spend 1960, cosine similarity=0.04
thrift spend 1970, cosine similarity=0.07
thrift spend 1980, cosine similarity=0.04

thrift shop 1930, cosine similarity=0.05
thrift shop 1940, cosine similarity=0.07
thrift shop 1950, cosine similarity=0.12
thrift shop 1960, cosine similarity=0.10
thrift shop 1970, cosine similarity=0.11
thrift shop 1980, cosine similarity=0.21

thrift fast 1930, cosine similarity=0.02
thrift fast 1940, cosine similarity=0.04
thrift fast 1950, cosine similarity=0.06
thrift fast 1960, cosine similarity=0.03
thrift fast 1970, cosine similarity=0.09
thrift fast 1980, cosine similarity=0.12

thrift store 1930, cosine similarity=0.06
thrift store 1940, cosine similarity=0.00
thrift store 1950, cosine similarity=0.09
thrift store 1960, cosine similarity=0.05
thrift store 1970, cosine similarity=0.12
thrift store 1980, cosine similarity=0.09

thrift money 1930, cosine similarity=0.13
thrift money 1940, cosine similarity=0.13
thrift money 1950, cosine similarity=0.13
thrift money 1960, cosine similarity=0.17
thrift money 1970, cosine similarity=0.14
thrift money 1980, cosine similarity=0.17

thrift smart 1930, cosine similarity=0.08
thrift smart 1940, cosine similarity=0.11
thrift smart 1950, cosine similarity=0.04
thrift smart 1960, cosine similarity=0.08
thrift smart 1970, cosine similarity=0.07
thrift smart 1980, cosine similarity=0.07

thrift quick 1930, cosine similarity=0.05
thrift quick 1940, cosine similarity=0.11
thrift quick 1950, cosine similarity=-0.02
thrift quick 1960, cosine similarity=0.07
thrift quick 1970, cosine similarity=0.07
thrift quick 1980, cosine similarity=0.08

thrift steal 1930, cosine similarity=0.05
thrift steal 1940, cosine similarity=0.05
thrift steal 1950, cosine similarity=0.05
thrift steal 1960, cosine similarity=0.00
thrift steal 1970, cosine similarity=0.07
thrift steal 1980, cosine similarity=0.02

thrift bread 1930, cosine similarity=0.14
thrift bread 1940, cosine similarity=0.12
thrift bread 1950, cosine similarity=0.06
thrift bread 1960, cosine similarity=0.03
thrift bread 1970, cosine similarity=0.14
thrift bread 1980, cosine similarity=0.02

thrift frugal 1930, cosine similarity=0.29
thrift frugal 1940, cosine similarity=0.21
thrift frugal 1950, cosine similarity=0.25
thrift frugal 1960, cosine similarity=0.14
thrift frugal 1970, cosine similarity=0.18
thrift frugal 1980, cosine similarity=0.23

thrift neat 1930, cosine similarity=0.08
thrift neat 1940, cosine similarity=0.01
thrift neat 1950, cosine similarity=0.02
thrift neat 1960, cosine similarity=0.06
thrift neat 1970, cosine similarity=-0.04
thrift neat 1980, cosine similarity=0.07

thrift penny 1930, cosine similarity=0.07
thrift penny 1940, cosine similarity=0.01
thrift penny 1950, cosine similarity=0.05
thrift penny 1960, cosine similarity=0.04
thrift penny 1970, cosine similarity=0.07
thrift penny 1980, cosine similarity=0.14

thriller movie 1930, cosine similarity=0.00
thriller movie 1940, cosine similarity=0.00
thriller movie 1950, cosine similarity=0.00
thriller movie 1960, cosine similarity=0.00
thriller movie 1970, cosine similarity=0.00
thriller movie 1980, cosine similarity=0.08

thriller scary 1930, cosine similarity=0.00
thriller scary 1940, cosine similarity=0.00
thriller scary 1950, cosine similarity=0.00
thriller scary 1960, cosine similarity=0.00
thriller scary 1970, cosine similarity=0.00
thriller scary 1980, cosine similarity=0.04

thriller michael jackson 1930, cosine similarity=0.00
thriller michael jackson 1940, cosine similarity=0.00
thriller michael jackson 1950, cosine similarity=0.00
thriller michael jackson 1960, cosine similarity=0.00
thriller michael jackson 1970, cosine similarity=0.00
thriller michael jackson 1980, cosine similarity=0.00

thriller exciting 1930, cosine similarity=0.00
thriller exciting 1940, cosine similarity=0.00
thriller exciting 1950, cosine similarity=0.00
thriller exciting 1960, cosine similarity=0.00
thriller exciting 1970, cosine similarity=0.00
thriller exciting 1980, cosine similarity=0.05

thriller ride 1930, cosine similarity=0.00
thriller ride 1940, cosine similarity=0.00
thriller ride 1950, cosine similarity=0.00
thriller ride 1960, cosine similarity=0.00
thriller ride 1970, cosine similarity=0.00
thriller ride 1980, cosine similarity=0.06

thriller chill 1930, cosine similarity=0.00
thriller chill 1940, cosine similarity=0.00
thriller chill 1950, cosine similarity=0.00
thriller chill 1960, cosine similarity=0.00
thriller chill 1970, cosine similarity=0.00
thriller chill 1980, cosine similarity=-0.05

thriller roller coaster 1930, cosine similarity=0.00
thriller roller coaster 1940, cosine similarity=0.00
thriller roller coaster 1950, cosine similarity=0.00
thriller roller coaster 1960, cosine similarity=0.00
thriller roller coaster 1970, cosine similarity=0.00
thriller roller coaster 1980, cosine similarity=0.00

thriller video 1930, cosine similarity=0.00
thriller video 1940, cosine similarity=0.00
thriller video 1950, cosine similarity=0.00
thriller video 1960, cosine similarity=0.00
thriller video 1970, cosine similarity=0.00
thriller video 1980, cosine similarity=0.05

thriller song 1930, cosine similarity=0.00
thriller song 1940, cosine similarity=0.00
thriller song 1950, cosine similarity=0.00
thriller song 1960, cosine similarity=0.00
thriller song 1970, cosine similarity=0.00
thriller song 1980, cosine similarity=0.14
