gag choke 1930, cosine similarity=0.18
halloween jack-o-lantern 1940, cosine similarity=0.00
halloween jack-o-lantern 1950, cosine similarity=0.00
halloween jack-o-lantern 1960, cosine similarity=0.00
halloween jack-o-lantern 1970, cosine similarity=0.00
halloween jack-o-lantern 1980, cosine similarity=0.00

halloween night 1930, cosine similarity=0.00
halloween night 1940, cosine similarity=0.00
halloween night 1950, cosine similarity=0.00
halloween night 1960, cosine similarity=0.00
halloween night 1970, cosine similarity=0.34
halloween night 1980, cosine similarity=0.29

halloween october 1930, cosine similarity=0.00
halloween october 1940, cosine similarity=0.00
halloween october 1950, cosine similarity=0.00
halloween october 1960, cosine similarity=0.00
halloween october 1970, cosine similarity=0.25
halloween october 1980, cosine similarity=0.15

halloween christmas 1930, cosine similarity=0.00
halloween christmas 1940, cosine similarity=0.00
halloween christmas 1950, cosine similarity=0.00
halloween christmas 1960, cosine similarity=0.00
halloween christmas 1970, cosine similarity=0.56
halloween christmas 1980, cosine similarity=0.37

halloween fun 1930, cosine similarity=0.00
halloween fun 1940, cosine similarity=0.00
halloween fun 1950, cosine similarity=0.00
halloween fun 1960, cosine similarity=0.00
halloween fun 1970, cosine similarity=0.18
halloween fun 1980, cosine similarity=0.12

halloween holiday 1930, cosine similarity=0.00
halloween holiday 1940, cosine similarity=0.00
halloween holiday 1950, cosine similarity=0.00
halloween holiday 1960, cosine similarity=0.00
halloween holiday 1970, cosine similarity=0.38
halloween holiday 1980, cosine similarity=0.30

halloween movie 1930, cosine similarity=0.00
halloween movie 1940, cosine similarity=0.00
halloween movie 1950, cosine similarity=0.00
halloween movie 1960, cosine similarity=0.00
halloween movie 1970, cosine similarity=0.24
halloween movie 1980, cosine similarity=0.11

halloween thirty-first 1930, cosine similarity=0.00
halloween thirty-first 1940, cosine similarity=0.00
halloween thirty-first 1950, cosine similarity=0.00
halloween thirty-first 1960, cosine similarity=0.00
halloween thirty-first 1970, cosine similarity=0.00
halloween thirty-first 1980, cosine similarity=0.00

halloween trick-or-treat 1930, cosine similarity=0.00
halloween trick-or-treat 1940, cosine similarity=0.00
halloween trick-or-treat 1950, cosine similarity=0.00
halloween trick-or-treat 1960, cosine similarity=0.00
halloween trick-or-treat 1970, cosine similarity=0.00
halloween trick-or-treat 1980, cosine similarity=0.00

hallucination drugs 1930, cosine similarity=0.07
hallucination drugs 1940, cosine similarity=-0.00
hallucination drugs 1950, cosine similarity=0.00
hallucination drugs 1960, cosine similarity=0.07
hallucination drugs 1970, cosine similarity=0.08
hallucination drugs 1980, cosine similarity=0.09

hallucination dream 1930, cosine similarity=0.20
hallucination dream 1940, cosine similarity=0.19
hallucination dream 1950, cosine similarity=0.15
hallucination dream 1960, cosine similarity=0.23
hallucination dream 1970, cosine similarity=0.23
hallucination dream 1980, cosine similarity=0.23

hallucination lsd 1930, cosine similarity=0.00
hallucination lsd 1940, cosine similarity=0.00
hallucination lsd 1950, cosine similarity=0.00
hallucination lsd 1960, cosine similarity=0.04
hallucination lsd 1970, cosine similarity=0.10
hallucination lsd 1980, cosine similarity=0.16

hallucination imagine 1930, cosine similarity=0.16
hallucination imagine 1940, cosine similarity=-0.00
hallucination imagine 1950, cosine similarity=0.15
hallucination imagine 1960, cosine similarity=0.08
hallucination imagine 1970, cosine similarity=0.06
hallucination imagine 1980, cosine similarity=0.04

hallucination acid 1930, cosine similarity=0.06
hallucination acid 1940, cosine similarity=-0.08
hallucination acid 1950, cosine similarity=0.07
hallucination acid 1960, cosine similarity=0.05
hallucination acid 1970, cosine similarity=0.05
hallucination acid 1980, cosine similarity=-0.01

hallucination ghost 1930, cosine similarity=0.13
hallucination ghost 1940, cosine similarity=0.11
hallucination ghost 1950, cosine similarity=0.10
hallucination ghost 1960, cosine similarity=0.12
hallucination ghost 1970, cosine similarity=0.16
hallucination ghost 1980, cosine similarity=0.09

hallucination mirage 1930, cosine similarity=0.19
hallucination mirage 1940, cosine similarity=0.19
hallucination mirage 1950, cosine similarity=0.26
hallucination mirage 1960, cosine similarity=0.18
hallucination mirage 1970, cosine similarity=0.17
hallucination mirage 1980, cosine similarity=0.24

hallucination vision 1930, cosine similarity=0.14
hallucination vision 1940, cosine similarity=0.14
hallucination vision 1950, cosine similarity=0.22
hallucination vision 1960, cosine similarity=0.17
hallucination vision 1970, cosine similarity=0.25
hallucination vision 1980, cosine similarity=0.15

hallucination crazy 1930, cosine similarity=0.15
hallucination crazy 1940, cosine similarity=0.03
hallucination crazy 1950, cosine similarity=0.08
hallucination crazy 1960, cosine similarity=0.03
hallucination crazy 1970, cosine similarity=0.00
hallucination crazy 1980, cosine similarity=0.00

hallucination illusion 1930, cosine similarity=0.23
hallucination illusion 1940, cosine similarity=0.22
hallucination illusion 1950, cosine similarity=0.23
hallucination illusion 1960, cosine similarity=0.27
hallucination illusion 1970, cosine similarity=0.22
hallucination illusion 1980, cosine similarity=0.28

hallucination imagination 1930, cosine similarity=0.19
hallucination imagination 1940, cosine similarity=0.13
hallucination imagination 1950, cosine similarity=0.17
hallucination imagination 1960, cosine similarity=0.08
hallucination imagination 1970, cosine similarity=0.22
hallucination imagination 1980, cosine similarity=0.13

hallucination pcp 1930, cosine similarity=0.00
hallucination pcp 1940, cosine similarity=0.00
hallucination pcp 1950, cosine similarity=0.00
hallucination pcp 1960, cosine similarity=0.00
hallucination pcp 1970, cosine similarity=0.00
hallucination pcp 1980, cosine similarity=0.14

hallucination daydream 1930, cosine similarity=0.00
hallucination daydream 1940, cosine similarity=0.00
hallucination daydream 1950, cosine similarity=0.00
hallucination daydream 1960, cosine similarity=0.00
hallucination daydream 1970, cosine similarity=0.00
hallucination daydream 1980, cosine similarity=0.20

hallucination dizzy 1930, cosine similarity=0.12
hallucination dizzy 1940, cosine similarity=0.20
hallucination dizzy 1950, cosine similarity=0.06
hallucination dizzy 1960, cosine similarity=0.15
hallucination dizzy 1970, cosine similarity=0.19
hallucination dizzy 1980, cosine similarity=0.02

hallucination see 1930, cosine similarity=-0.02
hallucination see 1940, cosine similarity=0.01
hallucination see 1950, cosine similarity=-0.06
hallucination see 1960, cosine similarity=-0.03
hallucination see 1970, cosine similarity=0.02
hallucination see 1980, cosine similarity=-0.01

hallucination unreal 1930, cosine similarity=0.29
hallucination unreal 1940, cosine similarity=0.26
hallucination unreal 1950, cosine similarity=0.19
hallucination unreal 1960, cosine similarity=0.22
hallucination unreal 1970, cosine similarity=0.15
hallucination unreal 1980, cosine similarity=0.22

hallway corridor 1930, cosine similarity=0.48
hallway corridor 1940, cosine similarity=0.53
hallway corridor 1950, cosine similarity=0.43
hallway corridor 1960, cosine similarity=0.50
hallway corridor 1970, cosine similarity=0.56
hallway corridor 1980, cosine similarity=0.67

hallway door 1930, cosine similarity=0.44
hallway door 1940, cosine similarity=0.48
hallway door 1950, cosine similarity=0.40
hallway door 1960, cosine similarity=0.38
hallway door 1970, cosine similarity=0.48
hallway door 1980, cosine similarity=0.54

hallway school 1930, cosine similarity=-0.01
hallway school 1940, cosine similarity=0.05
hallway school 1950, cosine similarity=0.05
hallway school 1960, cosine similarity=-0.02
hallway school 1970, cosine similarity=0.05
hallway school 1980, cosine similarity=0.03

hallway dorm 1930, cosine similarity=0.00
hallway dorm 1940, cosine similarity=0.00
hallway dorm 1950, cosine similarity=0.00
hallway dorm 1960, cosine similarity=0.00
hallway dorm 1970, cosine similarity=0.23
hallway dorm 1980, cosine similarity=0.24

hallway long 1930, cosine similarity=0.10
hallway long 1940, cosine similarity=0.08
hallway long 1950, cosine similarity=0.15
hallway long 1960, cosine similarity=0.17
hallway long 1970, cosine similarity=0.12
hallway long 1980, cosine similarity=0.19

hallway passage 1930, cosine similarity=0.18
hallway passage 1940, cosine similarity=0.02
hallway passage 1950, cosine similarity=0.10
hallway passage 1960, cosine similarity=0.07
hallway passage 1970, cosine similarity=0.10
hallway passage 1980, cosine similarity=0.10

hallway room 1930, cosine similarity=0.37
hallway room 1940, cosine similarity=0.44
hallway room 1950, cosine similarity=0.35
hallway room 1960, cosine similarity=0.38
hallway room 1970, cosine similarity=0.49
hallway room 1980, cosine similarity=0.53

hallway tunnel 1930, cosine similarity=0.22
hallway tunnel 1940, cosine similarity=0.23
hallway tunnel 1950, cosine similarity=0.18
hallway tunnel 1960, cosine similarity=0.18
hallway tunnel 1970, cosine similarity=0.20
hallway tunnel 1980, cosine similarity=0.28

hallway building 1930, cosine similarity=0.10
hallway building 1940, cosine similarity=0.20
hallway building 1950, cosine similarity=0.12
hallway building 1960, cosine similarity=0.20
hallway building 1970, cosine similarity=0.16
hallway building 1980, cosine similarity=0.21

hallway dark 1930, cosine similarity=0.22
hallway dark 1940, cosine similarity=0.27
hallway dark 1950, cosine similarity=0.31
hallway dark 1960, cosine similarity=0.32
hallway dark 1970, cosine similarity=0.30
hallway dark 1980, cosine similarity=0.35

hallway house 1930, cosine similarity=0.27
hallway house 1940, cosine similarity=0.24
hallway house 1950, cosine similarity=0.28
hallway house 1960, cosine similarity=0.18
hallway house 1970, cosine similarity=0.25
hallway house 1980, cosine similarity=0.28

hallway aisle 1930, cosine similarity=0.40
hallway aisle 1940, cosine similarity=0.43
hallway aisle 1950, cosine similarity=0.40
hallway aisle 1960, cosine similarity=0.40
hallway aisle 1970, cosine similarity=0.45
hallway aisle 1980, cosine similarity=0.44

hallway classroom 1930, cosine similarity=0.16
hallway classroom 1940, cosine similarity=0.22
hallway classroom 1950, cosine similarity=0.11
hallway classroom 1960, cosine similarity=0.15
hallway classroom 1970, cosine similarity=0.13
hallway classroom 1980, cosine similarity=0.24

hallway closet 1930, cosine similarity=0.28
hallway closet 1940, cosine similarity=0.30
hallway closet 1950, cosine similarity=0.29
hallway closet 1960, cosine similarity=0.23
hallway closet 1970, cosine similarity=0.29
hallway closet 1980, cosine similarity=0.36

hallway doorway 1930, cosine similarity=0.42
hallway doorway 1940, cosine similarity=0.49
hallway doorway 1950, cosine similarity=0.42
hallway doorway 1960, cosine similarity=0.47
hallway doorway 1970, cosine similarity=0.55
hallway doorway 1980, cosine similarity=0.64

hallway empty 1930, cosine similarity=0.29
hallway empty 1940, cosine similarity=0.25
hallway empty 1950, cosine similarity=0.21
hallway empty 1960, cosine similarity=0.24
hallway empty 1970, cosine similarity=0.31
hallway empty 1980, cosine similarity=0.27

hallway entrance 1930, cosine similarity=0.34
hallway entrance 1940, cosine similarity=0.24
hallway entrance 1950, cosine similarity=0.22
hallway entrance 1960, cosine similarity=0.23
hallway entrance 1970, cosine similarity=0.40
hallway entrance 1980, cosine similarity=0.39

hallway narrow 1930, cosine similarity=0.26
hallway narrow 1940, cosine similarity=0.28
hallway narrow 1950, cosine similarity=0.19
hallway narrow 1960, cosine similarity=0.18
hallway narrow 1970, cosine similarity=0.25
hallway narrow 1980, cosine similarity=0.25

hallway pass 1930, cosine similarity=0.21
hallway pass 1940, cosine similarity=0.05
hallway pass 1950, cosine similarity=0.11
hallway pass 1960, cosine similarity=0.08
hallway pass 1970, cosine similarity=0.13
hallway pass 1980, cosine similarity=0.12

hallway path 1930, cosine similarity=0.16
hallway path 1940, cosine similarity=0.25
hallway path 1950, cosine similarity=0.24
hallway path 1960, cosine similarity=0.15
hallway path 1970, cosine similarity=0.25
hallway path 1980, cosine similarity=0.24

halo angel 1930, cosine similarity=0.21
halo angel 1940, cosine similarity=0.15
halo angel 1950, cosine similarity=0.15
halo angel 1960, cosine similarity=0.19
halo angel 1970, cosine similarity=0.18
halo angel 1980, cosine similarity=0.15

halo circle 1930, cosine similarity=0.22
halo circle 1940, cosine similarity=0.18
halo circle 1950, cosine similarity=0.20
halo circle 1960, cosine similarity=0.19
halo circle 1970, cosine similarity=0.22
halo circle 1980, cosine similarity=0.12

halo ring 1930, cosine similarity=0.13
halo ring 1940, cosine similarity=0.19
halo ring 1950, cosine similarity=0.23
halo ring 1960, cosine similarity=0.17
halo ring 1970, cosine similarity=0.17
halo ring 1980, cosine similarity=0.24

halo aura 1930, cosine similarity=0.32
halo aura 1940, cosine similarity=0.31
halo aura 1950, cosine similarity=0.30
halo aura 1960, cosine similarity=0.29
halo aura 1970, cosine similarity=0.38
halo aura 1980, cosine similarity=0.27

halo good 1930, cosine similarity=-0.04
halo good 1940, cosine similarity=-0.05
halo good 1950, cosine similarity=-0.08
halo good 1960, cosine similarity=0.07
halo good 1970, cosine similarity=0.06
halo good 1980, cosine similarity=0.08

halo holiness 1930, cosine similarity=0.16
halo holiness 1940, cosine similarity=0.23
halo holiness 1950, cosine similarity=0.19
halo holiness 1960, cosine similarity=0.21
halo holiness 1970, cosine similarity=0.10
halo holiness 1980, cosine similarity=0.03

halo holy 1930, cosine similarity=0.18
halo holy 1940, cosine similarity=0.11
halo holy 1950, cosine similarity=0.13
halo holy 1960, cosine similarity=0.08
halo holy 1970, cosine similarity=0.06
halo holy 1980, cosine similarity=0.11

halo round 1930, cosine similarity=0.24
halo round 1940, cosine similarity=0.20
halo round 1950, cosine similarity=0.22
halo round 1960, cosine similarity=0.22
halo round 1970, cosine similarity=0.25
halo round 1980, cosine similarity=0.20

halo saint 1930, cosine similarity=0.18
halo saint 1940, cosine similarity=0.18
halo saint 1950, cosine similarity=0.20
halo saint 1960, cosine similarity=0.17
halo saint 1970, cosine similarity=0.17
halo saint 1980, cosine similarity=0.08

halt stop 1930, cosine similarity=0.39
halt stop 1940, cosine similarity=0.52
halt stop 1950, cosine similarity=0.49
halt stop 1960, cosine similarity=0.55
halt stop 1970, cosine similarity=0.51
halt stop 1980, cosine similarity=0.51

halt go 1930, cosine similarity=0.18
halt go 1940, cosine similarity=0.15
halt go 1950, cosine similarity=0.18
halt go 1960, cosine similarity=0.18
halt go 1970, cosine similarity=0.17
halt go 1980, cosine similarity=0.13

ham pig 1930, cosine similarity=0.16
ham pig 1940, cosine similarity=0.20
ham pig 1950, cosine similarity=0.14
ham pig 1960, cosine similarity=0.21
ham pig 1970, cosine similarity=0.13
ham pig 1980, cosine similarity=0.12

ham eggs 1930, cosine similarity=0.33
ham eggs 1940, cosine similarity=0.33
ham eggs 1950, cosine similarity=0.34
ham eggs 1960, cosine similarity=0.31
ham eggs 1970, cosine similarity=0.32
ham eggs 1980, cosine similarity=0.34

ham cheese 1930, cosine similarity=0.43
ham cheese 1940, cosine similarity=0.45
ham cheese 1950, cosine similarity=0.44
